iter	Passed	Remaining
1665	116583	93350
1666	116653	93280
1667	116722	93210
1668	116794	93141
1669	116867	93074
1670	116944	93009
1671	117019	92943
1672	117091	92875
1673	117163	92807
1674	117232	92735
1675	117302	92665
1676	117369	92593
1677	117448	92530
1678	117517	92460
1679	117587	92390
1680	117659	92321
1681	117734	92255
1682	117811	92191
1683	117885	92123
1684	117965	92062
1685	118036	91992
1686	118103	91920
1687	118175	91852
1688	118244	91781
1689	118314	91711
1690	118383	91640
1691	118459	91575
1692	118532	91507
1693	118609	91442
1694	118682	91375
1695	118752	91304
1696	118822	91234
1697	118896	91168
1698	118974	91103
1699	119047	91036
1700	119115	90964
1701	119189	90897
1702	119264	90831
1703	119337	90764
1704	119411	90696
1705	119480	90625
1706	119548	90554
1707	119616	90482
1708	119691	90416
1709	119767	90350
1710	119847	90288
1711	119923	90222
1712	119996	90155
1713	120068	90086
1714	120140	90017
1715	120214	89950
1716	120283	89879
1717	120352	89808
1718	120423	89739
1719	120494	89669
1720	120566	89601
1721	120638	89533
1722	120716	89468
1723	120787	89399
1724	120856	89328
1725	120928	89259
1726	120998	89189
1727	121069	89120
1728	121139	89050
1729	121205	88977
1730	121274	88906
1731	121346	88837
1732	121416	88767
1733	121491	88701
1734	121562	88632
1735	121630	88560
1736	121705	88493
1737	121778	88425
1738	121850	88357
1739	121924	88289
1740	121996	88221
1741	122077	88159
1742	122149	88090
1743	122217	88019
1744	122289	87950
1745	122360	87880
1746	122437	87815
1747	122633	87836
1748	122733	87786
1749	122810	87722
1750	122887	87656
1751	122963	87590
1752	123031	87519
1753	123098	87446
1754	123166	87374
1755	123247	87311
1756	123318	87242
1757	123389	87172
1758	123465	87106
1759	123539	87039
1760	123611	86970
1761	123688	86904
1762	123761	86836
1763	123832	86767
1764	123906	86699
1765	123978	86630
1766	124054	86564
1767	124128	86496
1768	124198	86426
1769	124272	86358
1770	124345	86290
1771	124418	86222
1772	124495	86156
1773	124563	86085
1774	124632	86013
1775	124707	85947
1776	124781	85879
1777	124855	85811
1778	124934	85747
1779	125008	85679
1780	125077	85608
1781	125147	85538
1782	125219	85469
1783	125297	85404
1784	125369	85335
1785	125438	85264
1786	125508	85194
1787	125584	85128
1788	125666	85065
1789	125743	84999
1790	125817	84932
1791	125892	84864
1792	125967	84798
1793	126035	84726
1794	126111	84659
1795	126180	84588
1796	126251	84518
1797	126321	84448
1798	126389	84376
1799	126458	84305
1800	126528	84235
1801	126600	84165
1802	126671	84096
1803	126742	84026
1804	126812	83956
1805	126884	83887
1806	126957	83818
1807	127030	83749
1808	127099	83679
1809	127171	83609
1810	127244	83541
1811	127315	83471
1812	127388	83403
1813	127458	83332
1814	127533	83265
1815	127607	83197
1816	127679	83128
1817	127755	83062
1818	127831	82995
1819	127901	82925
1820	127972	82855
1821	128043	82785
1822	128113	82714
1823	128182	82643
1824	128252	82573
1825	128322	82503
1826	128399	82437
1827	128472	82368
1828	128543	82298
1829	128617	82230
1830	128691	82162
1831	128768	82096
1832	128841	82028
1833	128920	81963
1834	128996	81897
1835	129069	81828
1836	129139	81757
1837	129207	81685
1838	129288	81622
1839	129367	81557
1840	129448	81494
1841	129524	81427
1842	129603	81362
1843	129675	81293
1844	129749	81225
1845	129820	81155
1846	129895	81087
1847	129976	81024
1848	130054	80958
1849	130130	80891
1850	130200	80821
1851	130270	80750
1852	130344	80682
1853	130416	80613
1854	130489	80544
1855	130562	80476
1856	130636	80407
1857	130705	80336
1858	130780	80269
1859	130855	80201
1860	130937	80138
1861	131008	80068
1862	131079	79998
1863	131151	79929
1864	131224	79860
1865	131291	79788
1866	131367	79721
1867	131443	79654
1868	131523	79589
1869	131603	79524
1870	131675	79455
1871	131745	79385
1872	131817	79315
1873	131887	79245
1874	131957	79174
1875	132033	79107
1876	132108	79039
1877	132183	78972
1878	132262	78907
1879	132338	78839
1880	132416	78774
1881	132495	78708
1882	132572	78642
1883	132643	78572
1884	132722	78506
1885	132798	78440
1886	132872	78371
1887	132949	78305
1888	133027	78239
1889	133100	78170
1890	133171	78100
1891	133241	78029
1892	133316	77961
1893	133389	77892
1894	133466	77826
1895	133538	77756
1896	133610	77687
1897	133683	77618
1898	133759	77551
1899	133834	77483
1900	133913	77417
1901	133986	77348
1902	134057	77278
1903	134127	77207
1904	134208	77143
1905	134278	77072
1906	134347	77001
1907	134417	76930
1908	134500	76867
1909	134575	76799
1910	134649	76731
1911	134734	76669
1912	134802	76597
1913	134881	76531
1914	134960	76465
1915	135039	76399
1916	135112	76331
1917	135181	76260
1918	135248	76187
1919	135320	76117
1920	135391	76047
1921	135464	75978
1922	135532	75906
1923	135602	75836
1924	135678	75768
1925	135760	75704
1926	135835	75636
1927	135905	75565
1928	135981	75498
1929	136057	75430
1930	136127	75359
1931	136202	75292
1932	136274	75222
1933	136346	75152
1934	136423	75085
1935	136502	75020
1936	136578	74952
1937	136647	74881
1938	136717	74810
1939	136794	74743
1940	136868	74674
1941	136948	74609
1942	137017	74538
1943	137088	74467
1944	137159	74397
1945	137230	74327
1946	137300	74256
1947	137374	74187
1948	137451	74120
1949	137521	74049
1950	137597	73982
1951	137671	73913
1952	137743	73843
1953	137813	73773
1954	137889	73705
1955	137966	73638
1956	138039	73569
1957	138119	73503
1958	138196	73436
1959	138264	73364
1960	138334	73293
1961	138404	73223
1962	138478	73154
1963	138551	73085
1964	138629	73018
1965	138700	72948
1966	138770	72877
1967	138843	72808
1968	138927	72744
1969	139000	72675
1970	139070	72604
1971	139140	72533
1972	139217	72466
1973	139293	72398
1974	139372	72332
1975	139457	72269
1976	139529	72199
1977	139599	72128
1978	139674	72060
1979	139750	71992
1980	139825	71924
1981	139902	71857
1982	139981	71791
1983	140060	71724
1984	140133	71655
1985	140207	71586
1986	140282	71517
1987	140354	71448
1988	140430	71379
1989	140505	71311
1990	140578	71242
1991	140648	71171
1992	140722	71102
1993	140796	71033
1994	140878	70969
1995	140955	70901
1996	141028	70831
1997	141099	70761
1998	141171	70691
1999	141243	70621
2000	141317	70552
2001	141395	70485
2002	141471	70417
2003	141543	70347
2004	141616	70278
2005	141688	70208
2006	141767	70142
2007	141848	70076
2008	141924	70008
2009	142001	69941
2010	142077	69873
2011	142154	69805
2012	142227	69735
2013	142298	69665
2014	142373	69597
2015	142452	69530
2016	142525	69460
2017	142597	69391
2018	142667	69319
2019	142747	69253
2020	142816	69182
2021	142888	69112
2022	142973	69048
2023	143045	68978
2024	143115	68907
2025	143186	68836
2026	143258	68766
2027	143333	68698
2028	143409	68630
2029	143487	68562
2030	143559	68493
2031	143632	68423
2032	143707	68354
2033	143784	68287
2034	143859	68218
2035	143932	68148
2036	144004	68078
2037	144078	68009
2038	144150	67939
2039	144223	67869
2040	144297	67800
2041	144376	67733
2042	144455	67667
2043	144524	67595
2044	144594	67524
2045	144670	67456
2046	144745	67387
2047	144824	67320
2048	144900	67252
2049	144973	67182
2050	145046	67113
2051	145119	67043
2052	145191	66973
2053	145266	66904
2054	145337	66834
2055	145412	66765
2056	145487	66696
2057	145566	66629
2058	145643	66561
2059	145717	66492
2060	145792	66423
2061	145872	66357
2062	145948	66288
2063	146026	66221
2064	146100	66151
2065	146173	66082
2066	146244	66011
2067	146317	65941
2068	146397	65875
2069	146469	65805
2070	146540	65734
2071	146616	65666
2072	146689	65596
2073	146766	65528
2074	146839	65458
2075	146912	65388
2076	146986	65319
2077	147054	65247
2078	147125	65176
2079	147199	65107
2080	147276	65039
2081	147355	64972
2082	147427	64902
2083	147496	64830
2084	147566	64759
2085	147637	64688
2086	147709	64618
2087	147780	64547
2088	147855	64478
2089	147936	64412
2090	148007	64341
2091	148077	64270
2092	148149	64200
2093	148220	64129
2094	148293	64060
2095	148362	63988
2096	148433	63917
2097	148506	63847
2098	148583	63779
2099	148653	63708
2100	148724	63637
2101	148799	63568
2102	148884	63504
2103	148957	63434
2104	149025	63362
2105	149099	63292
2106	149175	63224
2107	149252	63156
2108	149325	63086
2109	149393	63014
2110	149465	62943
2111	149538	62873
2112	149611	62804
2113	149685	62734
2114	149763	62666
2115	149841	62599
2116	149921	62532
2117	149996	62463
2118	150067	62392
2119	150140	62322
2120	150211	62251
2121	150286	62182
2122	150361	62113
2123	150438	62045
2124	150505	61972
2125	150574	61901
2126	150648	61831
2127	150721	61761
2128	150790	61690
2129	150861	61619
2130	150933	61549
2131	151003	61477
2132	151073	61406
2133	151142	61335
2134	151215	61265
2135	151288	61195
2136	151359	61124
2137	151435	61055
2138	151508	60985
2139	151578	60914
2140	151650	60844
2141	151724	60774
2142	151804	60707
2143	151881	60639
2144	151955	60569
2145	152025	60498
2146	152094	60426
2147	152165	60356
2148	152234	60284
2149	152309	60215
2150	152387	60147
2151	152463	60078
2152	152542	60010
2153	152621	59943
2154	152697	59874
2155	152779	59807
2156	152857	59739
2157	152929	59669
2158	153001	59598
2159	153071	59527
2160	153141	59456
2161	153215	59387
2162	153290	59317
2163	153367	59249
2164	153450	59183
2165	153524	59113
2166	153595	59042
2167	153664	58970
2168	153738	58901
2169	153808	58830
2170	153883	58760
2171	153958	58691
2172	154038	58623
2173	154113	58554
2174	154183	58483
2175	154262	58415
2176	154332	58344
2177	154404	58273
2178	154493	58209
2179	154567	58140
2180	154640	58070
2181	154709	57998
2182	154779	57927
2183	154851	57856
2184	154926	57787
2185	155001	57717
2186	155068	57645
2187	155140	57574
2188	155210	57503
2189	155284	57433
2190	155356	57363
2191	155429	57293
2192	155501	57222
2193	155568	57150
2194	155639	57079
2195	155717	57011
2196	155798	56943
2197	155877	56876
2198	155907	56790
2199	155977	56719
2200	156049	56648
2201	156117	56576
2202	156188	56505
2203	156258	56434
2204	156330	56363
2205	156409	56296
2206	156486	56227
2207	156567	56159
2208	156642	56090
2209	156718	56021
2210	156792	55951
2211	156868	55882
2212	156938	55811
2213	157013	55741
2214	157087	55672
2215	157163	55603
2216	157233	55531
2217	157304	55460
2218	157370	55388
2219	157442	55317
2220	157518	55248
2221	157593	55178
2222	157671	55110
2223	157748	55041
2224	157818	54970
2225	157889	54899
2226	157961	54829
2227	158033	54758
2228	158104	54687
2229	158176	54617
2230	158244	54545
2231	158315	54474
2232	158386	54403
2233	158460	54333
2234	158530	54262
2235	158606	54192
2236	158683	54123
2237	158756	54053
2238	158836	53985
2239	158907	53915
2240	158986	53846
2241	159063	53777
2242	159136	53707
2243	159203	53635
2244	159278	53565
2245	159351	53495
2246	159422	53424
2247	159493	53353
2248	159569	53284
2249	159645	53215
2250	159724	53146
2251	159797	53076
2252	159871	53006
2253	159948	52937
2254	160027	52869
2255	160102	52799
2256	160183	52732
2257	160255	52661
2258	160335	52593
2259	160411	52524
2260	160482	52453
2261	160554	52382
2262	160624	52311
2263	160697	52240
2264	160772	52171
2265	160852	52103
2266	160924	52032
2267	160995	51961
2268	161062	51889
2269	161129	51817
2270	161202	51746
2271	161273	51675
2272	161348	51605
2273	161426	51537
2274	161506	51469
2275	161578	51398
2276	161653	51328
2277	161730	51259
2278	161807	51190
2279	161882	51120
2280	161953	51049
2281	162024	50978
2282	162098	50908
2283	162173	50838
2284	162246	50768
2285	162320	50698
2286	162392	50627
2287	162464	50557
2288	162540	50487
2289	162615	50417
2290	162689	50347
2291	162768	50279
2292	162847	50210
2293	162922	50140
2294	162993	50069
2295	163061	49997
2296	163131	49926
2297	163214	49859
2298	163293	49790
2299	163365	49720
2300	163433	49648
2301	163505	49577
2302	163576	49506
2303	163650	49436
2304	163731	49368
2305	163814	49300
2306	163891	49231
2307	163968	49161
2308	164043	49092
2309	164117	49021
2310	164186	48950
2311	164255	48878
2312	164324	48807
2313	164407	48739
2314	164486	48671
2315	164565	48602
2316	164640	48532
2317	164710	48460
2318	164781	48389
2319	164858	48320
2320	164931	48250
2321	165007	48180
2322	165081	48110
2323	165152	48039
2324	165222	47967
2325	165292	47896
2326	165363	47825
2327	165433	47753
2328	165506	47683
2329	165580	47613
2330	165654	47542
2331	165727	47472
2332	165799	47401
2333	165869	47330
2334	165940	47259
2335	166010	47187
2336	166079	47116
2337	166156	47046
2338	166231	46976
2339	166303	46906
2340	166377	46835
2341	166446	46764
2342	166519	46693
2343	166592	46623
2344	166663	46552
2345	166739	46482
2346	166819	46413
2347	166890	46342
2348	166963	46272
2349	167036	46201
2350	167110	46131
2351	167180	46059
2352	167252	45988
2353	167325	45918
2354	167398	45847
2355	167473	45777
2356	167541	45706
2357	167613	45635
2358	167683	45563
2359	167756	45493
2360	167833	45423
2361	167909	45353
2362	167984	45284
2363	168064	45215
2364	168141	45145
2365	168214	45075
2366	168283	45003
2367	168357	44933
2368	168435	44864
2369	168507	44793
2370	168581	44722
2371	168649	44650
2372	168726	44581
2373	168809	44513
2374	168887	44443
2375	168962	44373
2376	169037	44303
2377	169108	44232
2378	169190	44164
2379	169265	44094
2380	169341	44024
2381	169416	43954
2382	169488	43883
2383	169563	43813
2384	169640	43743
2385	169713	43673
2386	169790	43603
2387	169864	43533
2388	169938	43462
2389	170012	43392
2390	170088	43322
2391	170165	43252
2392	170240	43182
2393	170310	43111
2394	170379	43039
2395	170450	42968
2396	170522	42897
2397	170595	42826
2398	170669	42756
2399	170744	42686
2400	170819	42615
2401	170891	42545
2402	170962	42473
2403	171042	42404
2404	171122	42335
2405	171198	42265
2406	171268	42194
2407	171337	42122
2408	171409	42051
2409	171479	41980
2410	171549	41908
2411	171621	41838
2412	171691	41766
2413	171763	41695
2414	171843	41626
2415	171919	41556
2416	171992	41486
2417	172062	41414
2418	172130	41342
2419	172199	41271
2420	172273	41200
2421	172343	41128
2422	172418	41058
2423	172499	40990
2424	172576	40920
2425	172644	40848
2426	172718	40777
2427	172793	40707
2428	172866	40636
2429	172935	40565
2430	173004	40493
2431	173077	40422
2432	173145	40350
2433	173218	40280
2434	173292	40209
2435	173363	40138
2436	173437	40067
2437	173511	39997
2438	173584	39926
2439	173659	39856
2440	173729	39784
2441	173806	39715
2442	173878	39644
2443	173950	39573
2444	174022	39502
2445	174097	39431
2446	174180	39363
2447	174257	39293
2448	174330	39222
2449	174402	39151
2450	174472	39080
2451	174549	39010
2452	174638	38943
2453	174741	38878
2454	174837	38813
2455	174907	38741
2456	174982	38671
2457	175052	38599
2458	175125	38528
2459	175193	38457
2460	175266	38386
2461	175345	38316
2462	175425	38247
2463	175495	38175
2464	175566	38104
2465	175638	38033
2466	175715	37963
2467	175790	37893
2468	175863	37822
2469	175934	37751
2470	176009	37680
2471	176083	37610
2472	176159	37539
2473	176234	37469
2474	176306	37398
2475	176380	37327
2476	176454	37257
2477	176531	37187
2478	176607	37116
2479	176683	37046
2480	176757	36975
2481	176832	36905
2482	176914	36836
2483	176985	36765
2484	177060	36694
2485	177134	36623
2486	177205	36552
2487	177283	36482
2488	177353	36411
2489	177423	36339
2490	177498	36269
2491	177572	36198
2492	177643	36127
2493	177714	36055
2494	177790	35985
2495	177861	35914
2496	177934	35843
2497	178010	35773
2498	178087	35703
2499	178163	35632
2500	178234	35561
2501	178310	35491
2502	178383	35420
2503	178453	35348
2504	178524	35277
2505	178598	35206
2506	178668	35135
2507	178738	35063
2508	178810	34992
2509	178883	34921
2510	178954	34850
2511	179027	34779
2512	179103	34708
2513	179182	34639
2514	179259	34568
2515	179330	34497
2516	179399	34425
2517	179467	34353
2518	179551	34285
2519	179635	34216
2520	179721	34147
2521	179801	34078
2522	179873	34006
2523	179944	33935
2524	180016	33864
2525	180089	33793
2526	180161	33722
2527	180236	33651
2528	180314	33581
2529	180391	33511
2530	180458	33439
2531	180530	33368
2532	180605	33297
2533	180676	33226
2534	180752	33155
2535	180834	33086
2536	180912	33016
2537	180981	32944
2538	181049	32872
2539	181121	32801
2540	181199	32731
2541	181279	32661
2542	181357	32591
2543	181433	32521
2544	181511	32450
2545	181584	32379
2546	181659	32309
2547	181729	32237
2548	181802	32166
2549	181875	32095
2550	181952	32025
2551	182022	31953
2552	182090	31881
2553	182161	31810
2554	182237	31740
2555	182311	31669
2556	182383	31597
2557	182456	31526
2558	182526	31455
2559	182598	31384
2560	182674	31313
2561	182751	31243
2562	182824	31172
2563	182897	31101
2564	182975	31031
2565	183052	30960
2566	183129	30890
2567	183208	30820
2568	183279	30748
2569	183348	30677
2570	183429	30607
2571	183502	30536
2572	183578	30465
2573	183652	30394
2574	183724	30323
2575	183801	30253
2576	183874	30182
2577	183944	30110
2578	184016	30039
2579	184088	29967
2580	184157	29896
2581	184226	29824
2582	184302	29753
2583	184381	29683
2584	184456	29613
2585	184535	29542
2586	184608	29471
2587	184679	29400
2588	184752	29329
2589	184826	29258
2590	184897	29186
2591	184967	29115
2592	185039	29043
2593	185116	28973
2594	185187	28902
2595	185260	28830
2596	185331	28759
2597	185410	28689
2598	185481	28617
2599	185556	28547
2600	185630	28476
2601	185703	28405
2602	185783	28335
2603	185867	28265
2604	185941	28194
2605	186010	28122
2606	186084	28051
2607	186156	27980
2608	186232	27909
2609	186315	27840
2610	186389	27769
2611	186462	27698
2612	186535	27627
2613	186608	27555
2614	186692	27486
2615	186778	27416
2616	186856	27346
2617	186931	27275
2618	187004	27204
2619	187077	27133
2620	187155	27062
2621	187235	26992
2622	187309	26921
2623	187383	26850
2624	187459	26779
2625	187537	26709
2626	187614	26638
2627	187688	26567
2628	187762	26496
2629	187836	26425
2630	187907	26354
2631	187983	26283
2632	188055	26212
2633	188130	26141
2634	188210	26070
2635	188293	26001
2636	188368	25930
2637	188443	25859
2638	188514	25787
2639	188585	25716
2640	188663	25645
2641	188746	25575
2642	188817	25504
2643	188894	25433
2644	188968	25362
2645	189046	25292
2646	189125	25221
2647	189203	25150
2648	189279	25080
2649	189355	25009
2650	189428	24938
2651	189509	24867
2652	189585	24796
2653	189661	24726
2654	189740	24655
2655	189825	24585
2656	189912	24516
2657	189999	24446
2658	190082	24376
2659	190164	24306
2660	190242	24236
2661	190314	24164
2662	190388	24093
2663	190462	24022
2664	190536	23951
2665	190609	23879
2666	190686	23808
2667	190765	23738
2668	190844	23667
2669	190923	23597
2670	190999	23526
2671	191077	23455
2672	191157	23385
2673	191238	23314
2674	191315	23243
2675	191391	23172
2676	191467	23101
2677	191539	23030
2678	191617	22959
2679	191696	22889
2680	191776	22818
2681	191852	22747
2682	191925	22676
2683	192001	22605
2684	192080	22534
2685	192159	22463
2686	192233	22392
2687	192311	22321
2688	192389	22251
2689	192468	22180
2690	192546	22109
2691	192627	22039
2692	192702	21967
2693	192791	21898
2694	192887	21829
2695	192973	21759
2696	193052	21688
2697	193134	21618
2698	193208	21547
2699	193280	21475
2700	193359	21404
2701	193430	21333
2702	193502	21261
2703	193575	21190
2704	193649	21118
2705	193725	21047
2706	193810	20977
2707	193887	20906
2708	193960	20835
2709	194033	20763
2710	194105	20692
2711	194182	20621
2712	194260	20550
2713	194340	20479
2714	194414	20408
2715	194485	20336
2716	194558	20265
2717	194633	20193
2718	194754	20127
2719	194910	20064
2720	195025	19997
2721	195123	19928
2722	195218	19858
2723	195297	19787
2724	195404	19719
2725	195492	19649
2726	195566	19578
2727	195641	19506
2728	195714	19435
2729	195793	19364
2730	195869	19292
2731	195938	19220
2732	196013	19149
2733	196083	19077
2734	196180	19008
2735	196293	18940
2736	196393	18871
2737	196481	18801
2738	196556	18729
2739	196634	18658
2740	196707	18587
2741	196783	18515
2742	196858	18444
2743	196943	18373
2744	197018	18302
2745	197099	18231
2746	197174	18159
2747	197262	18089
2748	197345	18018
2749	197434	17948
2750	197514	17877
2751	197591	17806
2752	197673	17735
2753	197751	17664
2754	197834	17593
2755	197917	17522
2756	197992	17450
2757	198075	17380
2758	198168	17310
2759	198252	17239
2760	198328	17167
2761	198403	17096
2762	198479	17024
2763	198550	16952
2764	198626	16881
2765	198705	16810
2766	198798	16740
2767	198940	16674
2768	199079	16607
2769	199177	16538
2770	199269	16467
2771	199351	16396
2772	199423	16325
2773	199500	16253
2774	199581	16182
2775	199662	16111
2776	199740	16039
2777	199816	15968
2778	199897	15896
2779	199968	15824
2780	200045	15753
2781	200123	15681
2782	200204	15610
2783	200286	15539
2784	200367	15468
2785	200438	15396
2786	200513	15324
2787	200585	15252
2788	200662	15180
2789	200742	15109
2790	200863	15041
2791	201013	14975
2792	201114	14905
2793	201204	14834
2794	201288	14763
2795	201359	14691
2796	201436	14619
2797	201521	14548
2798	201599	14477
2799	201671	14405
2800	201757	14334
2801	201839	14262
2802	201942	14192
2803	202119	14128
2804	202244	14059
2805	202351	13990
2806	202448	13919
2807	202528	13848
2808	202605	13776
2809	202697	13705
2810	202791	13634
2811	202869	13563
2812	202944	13491
2813	203020	13419
2814	203102	13347
2815	203181	13276
2816	203253	13203
2817	203329	13132
2818	203405	13060
2819	203479	12988
2820	203553	12916
2821	203628	12844
2822	203699	12771
2823	203773	12699
2824	203848	12627
2825	203923	12555
2826	204000	12483
2827	204081	12412
2828	204161	12340
2829	204241	12268
2830	204315	12196
2831	204388	12124
2832	204462	12052
2833	204537	11980
2834	204611	11908
2835	204690	11836
2836	204767	11764
2837	204843	11692
2838	204918	11620
2839	204992	11548
2840	205068	11476
2841	205148	11405
2842	205225	11333
2843	205303	11261
2844	205379	11189
2845	205451	11117
2846	205526	11045
2847	205606	10973
2848	205680	10901
2849	205757	10829
2850	205839	10757
2851	205919	10685
2852	205998	10614
2853	206073	10541
2854	206143	10469
2855	206223	10397
2856	206299	10325
2857	206379	10253
2858	206460	10182
2859	206534	10110
2860	206609	10037
2861	206687	9966
2862	206762	9893
2863	206833	9821
2864	206909	9749
2865	206983	9677
2866	207059	9605
2867	207138	9533
2868	207215	9461
2869	207287	9389
2870	207362	9317
2871	207437	9245
2872	207515	9173
2873	207593	9101
2874	207671	9029
2875	207755	8957
2876	207827	8885
2877	207896	8812
2878	207965	8740
2879	208042	8668
2880	208121	8596
2881	208197	8524
2882	208282	8452
2883	208360	8380
2884	208439	8308
2885	208519	8236
2886	208591	8164
2887	208664	8092
2888	208737	8020
2889	208812	7947
2890	208889	7875
2891	208964	7803
2892	209036	7731
2893	209116	7659
2894	209200	7587
2895	209276	7515
2896	209350	7443
2897	209425	7371
2898	209503	7299
2899	209585	7227
2900	209662	7154
2901	209740	7082
2902	209810	7010
2903	209890	6938
2904	209967	6866
2905	210045	6794
2906	210130	6722
2907	210207	6650
2908	210283	6578
2909	210361	6506
2910	210440	6433
2911	210516	6361
2912	210595	6289
2913	210677	6217
2914	210755	6145
2915	210836	6073
2916	210912	6001
2917	210988	5929
2918	211065	5856
2919	211139	5784
2920	211215	5712
2921	211299	5640
2922	211378	5568
2923	211447	5495
2924	211516	5423
2925	211592	5351
2926	211669	5279
2927	211745	5206
2928	211820	5134
2929	211902	5062
2930	211974	4990
2931	212044	4917
2932	212118	4845
2933	212198	4773
2934	212275	4701
2935	212349	4628
2936	212427	4556
2937	212510	4484
2938	212589	4412
2939	212667	4340
2940	212744	4267
2941	212823	4195
2942	212896	4123
2943	212970	4051
2944	213046	3978
2945	213120	3906
2946	213198	3834
2947	213273	3761
2948	213351	3689
2949	213427	3617
2950	213503	3545
2951	213581	3472
2952	213658	3400
2953	213735	3328
2954	213814	3256
2955	213894	3183
2956	213977	3111
2957	214053	3039
2958	214130	2967
2959	214205	2894
2960	214280	2822
2961	214357	2750
2962	214433	2677
2963	214517	2605
2964	214594	2533
2965	214671	2460
2966	214752	2388
2967	214829	2316
2968	214904	2243
2969	214984	2171
2970	215060	2099
2971	215136	2026
2972	215205	1954
2973	215273	1882
2974	215353	1809
2975	215437	1737
2976	215521	1665
2977	215601	1592
2978	215675	1520
2979	215747	1447
2980	215821	1375
2981	215896	1303
2982	215971	1230
2983	216047	1158
2984	216120	1086
2985	216195	1013
2986	216272	941
2987	216344	868
2988	216418	796
2989	216490	724
2990	216572	651
2991	216646	579
2992	216719	506
2993	216793	434
2994	216868	362
2995	216948	289
2996	217024	217
2997	217096	144
2998	217172	72
2999	217244	0
