iter	MAE
450	443506.3571
451	443239.602
452	442935.2227
453	442881.6185
454	442722.5916
455	442455.1885
456	442245.8894
457	442170.6371
458	442120.1145
459	441952.9581
460	441590.2339
461	441351.329
462	441157.1708
463	441051.0212
464	440730.2587
465	440496.0118
466	440247.0565
467	440093.8122
468	439774.8474
469	439732.1542
470	439484.9252
471	439436.0573
472	439260.8076
473	439054.0743
474	439014.4317
475	438880.487
476	438751.4757
477	438612.0696
478	438475.2935
479	438224.1915
480	438163.6476
481	437711.6496
482	437702.1664
483	437558.2288
484	437376.7017
485	437182.3377
486	437153.1433
487	436679.1384
488	436260.6888
489	436121.6241
490	435890.2065
491	435761.2886
492	435614.7592
493	435473.5092
494	435354.8138
495	435235.1367
496	435110.926
497	434870.267
498	434691.4412
499	434528.8639
500	434223.3706
501	434026.2171
502	433863.7737
503	433646.5394
504	433460.9532
505	433376.5009
506	433149.5635
507	432984.9407
508	432816.4807
509	432634.1121
510	432404.2626
511	432306.8107
512	432270.1972
513	432254.1951
514	432079.3787
515	432049.9503
516	431887.2059
517	431758.044
518	431564.8856
519	431557.496
520	431452.5439
521	431211.1694
522	431047.5541
523	430823.2041
524	430729.596
525	430586.0178
526	430307.4158
527	430189.8661
528	430099.8849
529	430098.6727
530	429905.8046
531	429837.7403
532	429669.9139
533	429489.9867
534	429466.8641
535	429310.1837
536	429203.2251
537	429043.2787
538	428888.489
539	428524.4673
540	428302.5896
541	428069.7627
542	428035.7471
543	428008.1868
544	427797.3505
545	427497.3585
546	427477.8291
547	427237.699
548	427151.447
549	426633.083
550	426542.0926
551	425975.5479
552	425829.0302
553	425716.792
554	425563.0823
555	425241.1082
556	424911.4726
557	424739.2773
558	424331.7749
559	424265.4452
560	424065.6055
561	424011.9014
562	423720.93
563	423556.7749
564	423348.4149
565	423089.1463
566	422717.6708
567	422676.5569
568	422419.3286
569	422238.6062
570	422124.3627
571	421851.6672
572	421745.1027
573	421635.688
574	421531.0837
575	421516.6752
576	421291.2261
577	420935.2789
578	420783.2128
579	420612.6712
580	420350.575
581	420229.7536
582	420118.3943
583	420037.9779
584	419866.7066
585	419619.7077
586	419530.9914
587	419516.6146
588	419399.4749
589	419125.3854
590	419102.1825
591	418876.6405
592	418702.9759
593	418583.0974
594	418369.2354
595	418294.3537
596	418153.3954
597	417954.69
598	417668.4864
599	417573.4466
600	417267.0585
601	417149.8798
602	416937.8042
603	416798.5486
604	416794.0558
605	416641.0571
606	416629.5704
607	416206.3844
608	416100.9342
609	416019.0034
610	415899.7618
611	415782.0532
612	415776.8252
613	415577.9163
614	415522.8634
615	415409.877
616	415355.2386
617	415282.5742
618	415057.7567
619	414691.2969
620	414544.0981
621	414384.8598
622	414251.2043
623	414142.8874
624	413902.5886
625	413758.8623
626	413381.8085
627	413241.2415
628	413111.1203
629	412987.2097
630	412814.5395
631	412622.638
632	412456.9135
633	412367.6486
634	412190.1216
635	411759.9809
636	411688.1561
637	411557.42
638	411451.8134
639	411298.4864
640	411214.8024
641	411071.2534
642	410874.5234
643	410755.8115
644	410605.4656
645	410399.638
646	410166.6401
647	410021.5594
648	409834.6548
649	409657.8226
650	409533.2728
651	409523.9165
652	409134.2274
653	409132.0512
654	408897.8743
655	408788.1455
656	408473.0818
657	408440.5397
658	408296.0505
659	408272.6664
660	408188.6482
661	408000.4702
662	407910.1346
663	407580.3594
664	407437.5326
665	407374.0786
666	407213.6951
667	407142.321
668	407125.0662
669	407113.6844
670	406807.8661
671	406745.1098
672	406389.3246
673	406306.0761
674	406143.7153
675	405922.6768
676	405833.4707
677	405729.4599
678	405646.4665
679	405367.9206
680	405168.4246
681	405080.5784
682	404939.8172
683	404843.0123
684	404628.0887
685	404561.995
686	404233.6657
687	404128.2682
688	403879.0863
689	403704.0518
690	403664.8531
691	403471.7335
692	403361.3555
693	403208.769
694	403123.0989
695	402902.8275
696	402828.2888
697	402764.9818
698	402641.2595
699	402556.8542
700	402102.5394
701	401963.555
702	401880.4613
703	401691.1656
704	401478.5737
705	401398.4989
706	401264.8436
707	401220.2046
708	401059.4627
709	400919.2678
710	400802.7057
711	400737.4516
712	400654.1428
713	400550.352
714	400346.4255
715	400336.2028
716	400294.9014
717	400167.0018
718	399991.6053
719	399824.7968
720	399732.3129
721	399727.1324
722	399492.1157
723	399340.8847
724	399251.7791
725	399124.5641
726	398882.9711
727	398787.4302
728	398621.0267
729	398486.5482
730	398394.5259
731	398280.2856
732	398094.9137
733	398057.3325
734	397928.5694
735	397770.6703
736	397661.678
737	397582.8844
738	397405.1872
739	397139.1466
740	397018.3534
741	396892.2817
742	396776.5986
743	396566.2788
744	396418.0408
745	396201.4072
746	396149.9953
747	396029.324
748	395887.3321
749	395821.3764
750	395665.5447
751	395565.8526
752	395466.8413
753	395430.4603
754	395396.8605
755	395106.1504
756	395015.3145
757	394974.4424
758	394785.3408
759	394569.1169
760	394520.2131
761	394410.19
762	394305.3665
763	394148.8138
764	394066.0165
765	393999.3644
766	393844.0921
767	393645.6139
768	392948.9527
769	392787.64
770	392705.9967
771	392651.6596
772	392561.6876
773	392236.2013
774	392103.4084
775	391909.8424
776	391816.7407
777	391665.5658
778	391616.1317
779	391528.1992
780	391471.8889
781	391242.6784
782	391151.8099
783	391062.4272
784	390978.8137
785	390832.8169
786	390760.7826
787	390627.2364
788	390552.8266
789	390482.357
790	390309.516
791	390114.4519
792	390039.0559
793	389992.7108
794	389931.4479
795	389837.3648
796	389709.9722
797	389592.6663
798	389516.2995
799	389409.934
800	389253.9157
801	389203.7897
802	389100.9402
803	389000.4883
804	388888.9794
805	388532.711
806	388351.4895
807	388148.3398
808	388061.4874
809	387976.8105
810	387833.2853
811	387803.3577
812	387731.894
813	387639.2881
814	387585.4098
815	387265.409
816	387112.6008
817	386967.017
818	386861.5418
819	386760.3283
820	386638.4631
821	386583.6172
822	386551.9712
823	386490.0084
824	386377.8527
825	386323.6505
826	386206.3657
827	386144.8091
828	386073.8429
829	385857.9538
830	385689.738
831	385602.9522
832	385462.5637
833	385423.4629
834	385241.2017
835	385137.3956
836	385037.4565
837	384931.1492
838	384891.4309
839	384756.9389
840	384731.3715
841	384676.9814
842	384463.1559
843	384370.402
844	384321.8736
845	384178.9383
846	384019.1373
847	383951.3939
848	383903.7832
849	383800.3903
850	383638.2493
851	383576.2843
852	383471.4537
853	383310.94
854	383186.4703
855	382872.5656
856	382738.8361
857	382533.0119
858	382452.7311
859	382348.4255
860	382201.4232
861	382119.2355
862	382048.8435
863	381956.9001
864	381888.6762
865	381770.5734
866	381525.8364
867	381462.273
868	381404.1805
869	381317.254
870	381246.8234
871	381181.3192
872	381104.1395
873	380912.3851
874	380818.3577
875	380626.0393
876	380440.1164
877	380317.6008
878	380194.7661
879	380080.816
880	379705.3841
881	379215.931
882	379131.9329
883	379091.7751
884	378945.6826
885	378826.352
886	378770.7518
887	378636.9994
888	378510.3891
889	378404.2
890	378228.9662
891	378110.4467
892	377893.94
893	377796.8659
894	377721.6076
895	377641.8227
896	377455.4903
897	377358.9013
898	377226.5846
899	377147.5838
900	377046.5856
901	376949.6143
902	376865.4516
903	376786.8115
904	376661.4662
905	376584.0363
906	376388.4477
907	376168.1246
908	375914.5156
909	375874.7038
910	375850.679
911	375714.0143
912	375661.5586
913	375555.828
914	375483.6194
915	375392.0355
916	375331.489
917	375199.2524
918	375078.365
919	375001.3694
920	374863.4798
921	374618.1426
922	374521.1918
923	374470.0133
924	374317.0038
925	373949.7904
926	373815.6439
927	373705.5924
928	373664.7357
929	373496.4946
930	373446.2333
931	373218.2385
932	373126.1149
933	372939.6099
934	372887.6689
935	372755.3816
936	372599.453
937	372478.8315
938	372347.7694
939	372289.0857
940	372165.8525
941	371989.59
942	371642.7009
943	371593.3577
944	371517.4757
945	371317.3241
946	371147.4909
947	371044.417
948	370895.3735
949	370863.5757
950	370715.2138
951	370591.9481
952	370387.772
953	370311.0771
954	370276.1604
955	370208.4335
956	370056.1201
957	369981.8662
958	369865.0701
959	369612.3343
960	369446.2571
961	368727.729
962	368420.2617
963	368332.933
964	368229.1293
965	368192.7388
966	368059.5848
967	367996.5736
968	367946.1994
969	367884.0817
970	367800.2742
971	367762.2732
972	367691.6357
973	367630.093
974	367427.9485
975	366976.5226
976	366893.288
977	366827.354
978	366467.047
979	366312.0722
980	366086.8341
981	366011.4967
982	365937.1397
983	365889.2649
984	365714.5786
985	365667.5713
986	365566.7549
987	365532.9665
988	365395.0814
989	365243.9325
990	365196.0465
991	365126.638
992	365097.3138
993	364796.0269
994	364716.2892
995	364661.5221
996	364604.6859
997	364462.0803
998	364268.2534
999	364226.2362
1000	364050.1974
1001	364011.4644
1002	363925.2088
1003	363796.2387
1004	363680.2479
1005	363564.4952
1006	363500.584
1007	363393.4453
1008	363255.0674
1009	362974.3319
1010	362924.4974
1011	362837.2439
1012	362749.1719
1013	362639.9742
1014	362523.7634
1015	362472.6796
1016	362236.018
1017	362158.2097
1018	362126.7761
1019	362040.1233
1020	361976.2044
1021	361926.5176
1022	361817.1812
1023	361733.6518
1024	361631.2057
1025	361506.4051
1026	361425.5455
1027	361354.3145
1028	361332.1778
1029	361317.7082
1030	361204.0186
1031	361129.1019
1032	361062.6755
1033	361000.5122
1034	360947.292
1035	360835.2714
1036	360605.4058
1037	360493.1835
1038	360217.8676
1039	360142.5685
1040	359816.0274
1041	359600.018
1042	359504.7203
1043	359464.0196
1044	359432.2903
1045	359264.0123
1046	359216.1174
1047	359131.0509
1048	359086.7524
1049	359040.4555
1050	358897.2108
1051	358831.3556
1052	358821.4766
1053	358760.5151
1054	358627.0363
1055	358587.532
1056	358520.5133
1057	358473.0615
1058	358311.6464
1059	358234.8863
1060	358118.2142
1061	358072.2511
1062	357865.2509
1063	357786.1581
1064	357725.0483
1065	357679.4433
1066	357631.604
1067	357583.7989
1068	357538.5474
1069	357507.6312
1070	357444.4936
1071	357394.4618
1072	357324.6218
1073	357198.7112
1074	357000.9225
1075	356932.9874
1076	356881.1811
1077	356748.0604
1078	356710.3548
1079	356639.4144
1080	356523.9924
1081	356452.6833
1082	356334.0901
1083	356261.3109
1084	356206.9451
1085	356149.5687
1086	356078.3739
1087	356037.5362
1088	355975.2805
1089	355916.0586
1090	355874.2241
1091	355824.9177
1092	355762.1223
1093	355739.6376
1094	355712.9383
1095	355682.6969
1096	355610.4826
1097	355313.8629
1098	355252.3868
1099	355083.3361
1100	355005.3913
1101	354909.8631
1102	354795.652
1103	354754.6586
1104	354656.1893
1105	354597.9676
1106	354531.176
1107	354485.5799
1108	354456.3355
1109	353870.9712
1110	353835.7485
1111	353789.0615
1112	353722.6301
1113	353683.0239
1114	353581.327
1115	353513.3308
1116	353418.5399
1117	353369.8613
1118	353237.0837
1119	353201.9722
1120	353180.6589
1121	352756.9372
1122	352322.0967
1123	352228.8464
1124	352189.0834
1125	351982.6335
1126	351930.2475
1127	351846.8466
1128	351809.3848
1129	351616.5186
1130	351552.4922
1131	351525.9853
1132	351406.0331
1133	351369.1662
1134	351322.5308
1135	351282.1794
1136	351195.0841
1137	351023.5041
1138	351005.3978
1139	350887.9409
1140	350864.339
1141	350831.4509
1142	350774.8838
1143	350737.4631
1144	350686.5705
1145	350617.5243
1146	350530.2563
1147	350435.4387
1148	350407.5336
1149	350320.1917
1150	350294.3366
1151	350093.373
1152	350010.3339
1153	349940.2304
1154	349840.2706
1155	349812.6869
1156	349766.4164
1157	349680.056
1158	349646.4945
1159	349485.8678
1160	349445.5536
1161	349236.5563
1162	349147.7333
1163	349085.5105
1164	348811.9565
1165	348724.5387
1166	348681.0763
1167	348649.9862
1168	348425.5836
1169	348343.9026
1170	348265.4667
1171	348144.0348
1172	348081.6045
1173	348052.6898
1174	347988.3889
1175	347973.6516
1176	347935.1733
1177	347819.1886
1178	347750.0934
1179	347634.1337
1180	347575.8292
1181	347551.4922
1182	347523.5708
1183	347472.9715
1184	347432.5374
1185	347392.9389
1186	347359.6631
1187	347264.4693
1188	347137.4391
1189	347011.6873
1190	346973.1625
1191	346909.2427
1192	346807.2455
1193	346672.1732
1194	346614.289
1195	346569.3154
1196	346526.1292
1197	346477.9818
1198	346443.0395
1199	346342.8662
1200	346326.0953
1201	346319.1931
1202	346231.5251
1203	346159.282
1204	346137.2062
1205	346058.8572
1206	346014.8469
1207	345974.1518
1208	345928.346
1209	345867.6906
1210	345764.868
1211	345433.6366
1212	345419.9156
1213	345401.9123
1214	345351.4584
1215	345329.4928
1216	345285.2327
1217	345168.659
1218	345104.559
1219	345068.6484
1220	344988.6692
1221	344980.2561
1222	344957.8562
1223	344936.8991
1224	344887.7195
1225	344823.8941
1226	344803.4653
1227	344762.9467
1228	344746.2235
1229	344702.9631
1230	344665.6988
1231	344636.1758
1232	344524.2709
1233	344425.4847
1234	344386.0258
1235	344316.8166
1236	344267.1755
1237	344242.1403
1238	344152.7334
1239	344117.1102
1240	344072.9637
1241	344047.9968
1242	344026.0828
1243	344003.2399
1244	343871.1722
1245	343846.2649
1246	343835.4614
1247	343803.6601
1248	343712.0498
1249	343654.8394
1250	343537.5769
1251	343512.2699
1252	343488.7321
1253	343451.2764
1254	343184.3045
1255	343151.4645
1256	343112.9808
1257	343070.2434
1258	343055.8426
1259	343040.3571
1260	343016.5345
1261	342939.3058
1262	342787.9033
1263	342756.1569
1264	342702.4712
1265	342677.3277
1266	342622.9481
1267	342601.8742
1268	342584.8472
1269	342569.2942
1270	342548.7991
1271	342534.002
1272	342486.7831
1273	342373.6287
1274	342335.006
1275	342116.6447
1276	342067.4716
1277	341998.5533
1278	341988.3769
1279	341819.6234
1280	341756.382
1281	341641.2205
1282	341620.0989
1283	341577.9956
1284	341534.3125
1285	341509.2963
1286	341442.8046
1287	341411.924
1288	341328.7279
1289	341320.0159
1290	341219.1998
1291	341074.5116
1292	341005.6874
1293	340987.4629
1294	340968.6041
1295	340946.7259
1296	340926.76
1297	340773.9464
1298	340658.541
1299	340601.8369
1300	340463.587
1301	340416.0372
1302	340328.0077
1303	340212.6354
1304	340146.901
1305	340043.3949
1306	340000.099
1307	339972.7011
1308	339920.3912
1309	339905.1106
1310	339808.9112
1311	339743.032
1312	339647.8737
1313	339613.1073
1314	339494.6706
1315	339433.0272
1316	339336.5694
1317	339208.2522
1318	339190.458
1319	339134.467
1320	339070.3324
1321	339026.5784
1322	339004.8967
1323	338977.8334
1324	338965.2065
1325	338923.5111
1326	338889.5149
1327	338830.0534
1328	338812.1197
1329	338770.4222
1330	338597.1293
1331	338546.5185
1332	338486.196
1333	338450.1252
1334	338434.5268
1335	338400.4843
1336	338390.5895
1337	338319.5263
1338	338174.6808
1339	338082.0866
1340	338020.914
1341	337945.2469
1342	337933.3745
1343	337925.0877
1344	337892.7101
1345	337870.8635
1346	337829.5535
1347	337798.7518
1348	337722.6106
1349	337708.9459
1350	337660.2111
1351	337634.0246
1352	337558.5633
1353	337533.7262
1354	337491.8988
1355	337452.6786
1356	337435.0908
1357	337405.9909
1358	337269.177
1359	337139.3572
1360	337084.2868
1361	337052.6671
1362	337030.494
1363	336992.1489
1364	336964.7906
1365	336779.0388
1366	336417.1856
1367	336339.5089
1368	336307.3671
1369	336273.3599
1370	336184.4513
1371	336106.4992
1372	336068.3169
1373	335958.7222
1374	335835.799
1375	335687.4591
1376	335653.631
1377	335551.5704
1378	335503.3382
1379	335478.5927
1380	335239.9293
1381	335196.8725
1382	335123.2554
1383	335065.1162
1384	334941.0195
1385	334905.0708
1386	334836.7952
1387	334749.6299
1388	334730.7157
1389	334673.7497
1390	334631.5834
1391	334504.099
1392	334471.7875
1393	334353.4595
1394	334280.7313
1395	334114.2865
1396	334069.8656
1397	333958.1181
1398	333825.2386
1399	333752.4057
1400	333709.0177
1401	333585.5979
1402	333464.1683
1403	333441.2958
1404	333390.6685
1405	333343.7365
1406	333306.1597
1407	333228.3331
1408	333164.0593
1409	333095.5953
1410	332979.2822
1411	332904.4058
1412	332871.292
1413	332819.6104
1414	332568.6544
1415	332512.4108
1416	332460.1118
1417	332388.9415
1418	332364.625
1419	332312.5389
1420	332278.8759
1421	332238.7339
1422	332214.4909
1423	332193.0659
1424	332079.3551
1425	331987.8073
1426	331918.6924
1427	331800.827
1428	331747.1508
1429	331588.054
1430	331541.427
1431	331361.1559
1432	331323.6873
1433	331231.2356
1434	331192.8614
1435	331127.3782
1436	331019.8665
1437	330989.6935
1438	330913.6424
1439	330856.9464
1440	330833.0693
1441	330731.4093
1442	330641.0937
1443	330621.03
1444	330614.4347
1445	330514.6807
1446	330446.4747
1447	330424.1213
1448	330363.5552
1449	330297.8146
1450	330003.4107
1451	329912.7015
1452	329848.3802
1453	329839.1864
1454	329810.5328
1455	329795.7225
1456	329752.0747
1457	329691.7574
1458	329676.5536
1459	329598.9839
1460	329522.0785
1461	329507.6849
1462	329395.9056
1463	329370.3489
1464	329341.9827
1465	329331.2446
1466	329287.2721
1467	329254.1215
1468	329196.2106
1469	329115.4967
1470	329062.0658
1471	329021.646
1472	328996.533
1473	328900.7661
1474	328786.5932
1475	328659.8803
1476	328592.9696
1477	328514.8949
1478	328447.2065
1479	328430.8754
1480	328382.2234
1481	328344.5698
1482	328328.1846
1483	328211.4731
1484	328146.3343
1485	328124.8699
1486	328096.4725
1487	328083.4066
1488	328064.1266
1489	328034.2078
1490	328025.7065
1491	327976.6494
1492	327874.8274
1493	327799.3168
1494	327776.2426
1495	327636.8136
1496	327579.5433
1497	327541.5653
1498	327509.2061
1499	327485.1822
1500	327423.2267
1501	327363.364
1502	327259.5108
1503	327245.1633
1504	327231.4437
1505	327218.8435
1506	327100.2096
1507	327042.701
1508	327011.8494
1509	326914.3138
1510	326798.8891
1511	326701.3608
1512	326636.761
1513	326597.0724
1514	326540.4874
1515	326522.9858
1516	326470.5073
1517	326454.6489
1518	326415.4606
1519	326407.3008
1520	326394.4308
1521	326361.0075
1522	326326.1313
1523	326201.8758
1524	326160.3971
1525	326073.5848
1526	326042.3716
1527	325961.8504
1528	325912.5532
1529	325897.7062
1530	325826.1155
1531	325809.2261
1532	325799.1378
1533	325767.2677
1534	325738.8755
1535	325703.7878
1536	325688.5355
1537	325556.8092
1538	325544.2253
1539	325437.0564
1540	325221.6759
1541	325064.124
1542	324718.0122
1543	324601.7054
1544	324582.1667
1545	324569.2831
1546	324450.2926
1547	324389.9724
1548	324227.2845
1549	324221.2339
1550	324139.6455
1551	324106.0649
1552	324091.7229
1553	323987.2327
1554	323931.739
1555	323908.5392
1556	323860.3335
1557	323801.0913
1558	323755.6396
1559	323652.6445
1560	323580.5347
1561	323531.7815
1562	323474.2523
1563	323407.6497
1564	323315.8068
1565	323253.5664
1566	323232.4
1567	323093.5304
1568	322993.9916
1569	322977.405
1570	322968.9138
1571	322883.6752
1572	322835.0451
1573	322768.5008
1574	322756.2753
1575	322743.8515
1576	322636.0988
1577	322583.5987
1578	322557.4107
1579	322527.4168
1580	322486.8044
1581	322372.4217
1582	322346.6002
1583	322288.3727
1584	322215.9882
1585	322180.4694
1586	322092.6459
1587	322076.2961
1588	322057.1959
1589	322039.3967
1590	321975.0094
1591	321943.1186
1592	321933.2727
1593	321887.5182
1594	321825.0504
1595	321739.2527
1596	321732.262
1597	321690.9391
1598	321669.9535
1599	321633.4574
1600	321553.4103
1601	321453.1786
1602	321378.1799
1603	321288.3028
1604	321151.1153
1605	321110.3856
1606	321105.2189
1607	321040.445
1608	320970.9343
1609	320895.1161
1610	320861.8542
1611	320815.8403
1612	320778.8044
1613	320584.6772
1614	320531.7483
1615	320395.6705
1616	320333.6731
1617	320318.1647
1618	320164.2493
1619	320149.9362
1620	320120.7601
1621	320070.5011
1622	320004.4241
1623	319864.6798
1624	319772.9055
1625	319705.5762
1626	319542.1411
1627	319497.4593
1628	319469.527
1629	319458.8185
1630	319431.0161
1631	319333.2437
1632	319247.4733
1633	319211.8788
1634	319113.4606
1635	319066.9503
1636	318996.7924
1637	318925.2858
1638	318788.5701
1639	318588.3271
1640	318565.9186
1641	318484.7167
1642	318428.2737
1643	318289.0594
1644	318234.1095
1645	318193.0385
1646	318139.1153
1647	318107.1106
1648	317890.6545
1649	317802.296
1650	317794.0848
1651	317736.977
1652	317675.3195
1653	317616.6773
1654	317557.0711
1655	317438.8254
1656	317299.7947
1657	317223.0967
1658	317147.3544
1659	317025.7506
1660	316983.4807
1661	316911.8243
1662	316748.3989
1663	316616.2453
1664	316549.2832
1665	316422.3984
1666	316368.858
1667	316318.6615
1668	316291.7487
1669	316276.544
1670	316212.6869
1671	316200.7188
1672	316144.5293
1673	316054.5562
1674	315962.2084
1675	315864.7473
1676	315823.4158
1677	315708.4112
1678	315678.6913
1679	315588.6112
1680	315554.1538
1681	315504.2951
1682	315442.8666
