iter	MAE
1683	315406.5439
1684	315332.6787
1685	315310.0874
1686	315279.567
1687	315227.487
1688	315206.5138
1689	315178.9293
1690	315085.8783
1691	314989.1007
1692	314883.752
1693	314782.355
1694	314756.6167
1695	314650.0033
1696	314556.744
1697	314546.8524
1698	314479.2408
1699	314267.4047
1700	314227.6064
1701	314211.7091
1702	314015.5144
1703	313988.1579
1704	313916.4886
1705	313866.4608
1706	313739.5898
1707	313719.5171
1708	313698.8312
1709	313687.6559
1710	313597.2212
1711	313555.2111
1712	313545.3821
1713	313519.4896
1714	313465.3245
1715	313390.9681
1716	313372.7001
1717	313349.8023
1718	313293.0442
1719	313248.0989
1720	313167.9247
1721	313118.4338
1722	313091.5426
1723	312939.546
1724	312848.6532
1725	312802.9554
1726	312722.009
1727	312492.5124
1728	312404.8908
1729	312353.2189
1730	312268.1128
1731	312230.3431
1732	312076.9708
1733	312039.0354
1734	312006.594
1735	311953.2654
1736	311932.5199
1737	311703.8613
1738	311651.4821
1739	311575.618
1740	311540.8797
1741	311528.759
1742	311495.0939
1743	311464.0202
1744	311331.4323
1745	311285.3762
1746	311272.6777
1747	311154.1111
1748	311128.5327
1749	311109.1173
1750	311069.94
1751	311038.5771
1752	311010.0852
1753	310867.5625
1754	310791.2754
1755	310701.1944
1756	310652.3163
1757	310598.6429
1758	310555.2631
1759	310495.5698
1760	310403.4355
1761	310314.1775
1762	310260.3076
1763	310223.4422
1764	310185.2749
1765	310153.8924
1766	310130.6608
1767	310114.8521
1768	310101.5335
1769	309943.5581
1770	309929.7158
1771	309809.3294
1772	309681.6158
1773	309621.1059
1774	309546.4289
1775	309406.0543
1776	309293.972
1777	309166.7685
1778	309141.9453
1779	309137.0619
1780	309099.5783
1781	308957.2173
1782	308908.9562
1783	308889.4814
1784	308864.1585
1785	308838.19
1786	308637.599
1787	308515.1739
1788	308436.9111
1789	308367.6956
1790	308303.7365
1791	308264.2921
1792	308222.7715
1793	308165.5945
1794	308118.0023
1795	308090.5736
1796	307949.3047
1797	307895.8845
1798	307764.4312
1799	307751.7289
1800	307743.6389
1801	307684.5899
1802	307604.4458
1803	307584.7227
1804	307460.0896
1805	307436.687
1806	307348.4118
1807	307080.951
1808	307050.1845
1809	306976.7349
1810	306805.9487
1811	306793.2618
1812	306697.9682
1813	306638.9816
1814	306621.6711
1815	306573.9164
1816	306520.8605
1817	306498.47
1818	306455.8281
1819	306399.3885
1820	306397.8496
1821	306320.2369
1822	306288.7423
1823	306262.2182
1824	306195.483
1825	306172.2779
1826	306144.4763
1827	306119.5661
1828	305959.1003
1829	305856.7722
1830	305793.0129
1831	305698.7794
1832	305680.0737
1833	305655.5432
1834	305599.616
1835	305524.1877
1836	305490.9788
1837	305460.4097
1838	305453.4131
1839	305367.5046
1840	305306.63
1841	305268.6155
1842	305171.3357
1843	305125.9663
1844	305086.0668
1845	305049.1037
1846	304927.1126
1847	304891.0567
1848	304788.4549
1849	304742.8408
1850	304718.6856
1851	304697.1305
1852	304573.9809
1853	304565.9123
1854	304463.4332
1855	304421.599
1856	304398.1397
1857	304306.8137
1858	304275.53
1859	304247.3052
1860	304178.025
1861	304086.7724
1862	303985.0729
1863	303965.4895
1864	303930.2553
1865	303915.014
1866	303823.3187
1867	303760.8251
1868	303597.228
1869	303556.2662
1870	303505.3438
1871	303352.3023
1872	303205.861
1873	303139.9066
1874	303117.1563
1875	302896.46
1876	302863.245
1877	302803.1445
1878	302735.891
1879	302677.6806
1880	302646.517
1881	302535.6602
1882	302461.3551
1883	302428.8378
1884	302414.3716
1885	302377.3603
1886	302302.7074
1887	302264.2292
1888	302198.6169
1889	302143.2281
1890	302102.7355
1891	301980.1018
1892	301844.8405
1893	301811.0944
1894	301773.3379
1895	301752.072
1896	301674.867
1897	301660.4049
1898	301636.7815
1899	301617.5912
1900	301565.6029
1901	301550.9268
1902	301484.6903
1903	301470.509
1904	301362.4117
1905	301325.7837
1906	301273.5739
1907	301227.9653
1908	301169.6057
1909	301090.1378
1910	300977.455
1911	300912.8427
1912	300894.4549
1913	300817.225
1914	300744.469
1915	300675.4667
1916	300588.8391
1917	300559.446
1918	300521.1986
1919	300481.9226
1920	300425.3427
1921	300399.3413
1922	300371.2313
1923	300312.0739
1924	300289.968
1925	300266.3515
1926	300217.6862
1927	300213.3026
1928	300085.8932
1929	300044.1942
1930	299993.6723
1931	299911.1613
1932	299867.1813
1933	299755.0864
1934	299716.4951
1935	299628.6652
1936	299599.3488
1937	299570.8918
1938	299537.2712
1939	299458.5361
1940	299448.675
1941	299426.0423
1942	299415.2989
1943	299335.298
1944	299289.5867
1945	299268.9139
1946	299164.4177
1947	299132.5505
1948	299081.275
1949	299011.4233
1950	298955.2815
1951	298925.6265
1952	298857.2568
1953	298825.6972
1954	298815.163
1955	298780.2813
1956	298700.2805
1957	298662.5423
1958	298583.4468
1959	298540.2272
1960	298498.432
1961	298472.5234
1962	298440.47
1963	298421.9509
1964	298400.0142
1965	298363.0041
1966	298336.6092
1967	298242.1974
1968	298217.3892
1969	298163.684
1970	298130.4553
1971	298064.392
1972	297995.4664
1973	297954.5739
1974	297911.0626
1975	297879.672
1976	297862.8497
1977	297822.4262
1978	297770.763
1979	297681.2279
1980	297639.2549
1981	297626.9258
1982	297581.5606
1983	297554.3247
1984	297534.8917
1985	297461.1236
1986	297415.9268
1987	297405.227
1988	297389.3541
1989	297362.3266
1990	297330.8323
1991	297308.4626
1992	297292.0107
1993	297276.2592
1994	297249.9096
1995	297180.1159
1996	297076.2604
1997	296969.5278
1998	296954.0001
1999	296924.1147
2000	296879.9336
2001	296858.9288
2002	296821.8719
2003	296803.8145
2004	296779.3288
2005	296725.1455
2006	296679.9375
2007	296608.5798
2008	296580.0177
2009	296555.1617
2010	296543.1426
2011	296472.3215
2012	296464.8362
2013	296437.6663
2014	296344.5614
2015	296305.9222
2016	296272.1239
2017	296245.8905
2018	296210.8722
2019	296142.4041
2020	296083.1875
2021	296003.9278
2022	295895.5723
2023	295866.9626
2024	295807.9902
2025	295773.2838
2026	295745.3386
2027	295714.4555
2028	295691.2874
2029	295669.0063
2030	295652.3448
2031	295617.6441
2032	295578.3042
2033	295571.3913
2034	295444.8753
2035	295420.6421
2036	295359.1543
2037	295221.3314
2038	295200.7239
2039	295180.4447
2040	295153.7476
2041	295144.6907
2042	295101.326
2043	295053.905
2044	295019.4832
2045	294876.9044
2046	294859.3696
2047	294782.5944
2048	294573.9927
2049	294551.0209
2050	294468.8998
2051	294343.2941
2052	294337.7085
2053	294315.3147
2054	294248.5212
2055	294223.1681
2056	294201.5929
2057	294197.2612
2058	294089.1062
2059	294031.4213
2060	293987.591
2061	293967.9344
2062	293950.5696
2063	293922.6025
2064	293904.939
2065	293854.7982
2066	293800.3149
2067	293791.5123
2068	293774.8399
2069	293726.665
2070	293704.4441
2071	293675.1681
2072	293637.5857
2073	293607.4253
2074	293559.9337
2075	293507.5275
2076	293491.4811
2077	293474.6243
2078	293438.2471
2079	293428.1351
2080	293400.4662
2081	293299.5268
2082	293281.2538
2083	293235.9375
2084	293213.2858
2085	293111.5781
2086	293013.8313
2087	292953.0429
2088	292935.0175
2089	292880.0666
2090	292798.8018
2091	292780.4161
2092	292757.9267
2093	292623.4393
2094	292614.5376
2095	292574.4992
2096	292508.6623
2097	292479.0124
2098	292322.691
2099	292256.3695
2100	292192.5955
2101	292174.9944
2102	292117.9312
2103	292104.7892
2104	292034.4793
2105	291858.1686
2106	291784.9881
2107	291622.7717
2108	291601.0049
2109	291475.6237
2110	291393.986
2111	291378.7873
2112	291306.7291
2113	291280.183
2114	291242.316
2115	291196.8673
2116	291081.553
2117	291062.8435
2118	291000.4201
2119	290961.9447
2120	290822.3057
2121	290783.7246
2122	290735.8309
2123	290700.6296
2124	290682.7903
2125	290569.5707
2126	290496.5198
2127	290440.8366
2128	290426.9142
2129	290365.3056
2130	290319.6639
2131	290273.8702
2132	290265.2337
2133	290114.6189
2134	290081.5101
2135	290070.6653
2136	290066.3831
2137	290032.3994
2138	289940.0707
2139	289853.942
2140	289840.1424
2141	289830.3121
2142	289803.8285
2143	289793.2109
2144	289775.2
2145	289771.1097
2146	289753.6094
2147	289728.8605
2148	289723.5034
2149	289707.969
2150	289681.0728
2151	289608.7153
2152	289556.7273
2153	289496.294
2154	289453.9005
2155	289387.0476
2156	289373.578
2157	289352.4356
2158	289298.8412
2159	289245.4803
2160	289222.8051
2161	289209.92
2162	289119.01
2163	289104.0274
2164	289091.4828
2165	288954.3442
2166	288903.4021
2167	288890.0578
2168	288821.5751
2169	288721.5687
2170	288682.551
2171	288641.2688
2172	288537.3239
2173	288504.032
2174	288425.2936
2175	288402.2196
2176	288372.8105
2177	288368.6747
2178	288342.6136
2179	288330.8034
2180	288315.228
2181	288244.7864
2182	288213.8637
2183	288122.7781
2184	288060.2087
2185	288028.5066
2186	287929.0443
2187	287890.1385
2188	287804.6259
2189	287774.7209
2190	287689.753
2191	287677.0338
2192	287579.3336
2193	287558.3282
2194	287518.321
2195	287508.7811
2196	287486.7072
2197	287417.7566
2198	287417.0472
2199	287399.9667
2200	287347.472
2201	287267.477
2202	287176.0119
2203	287144.5144
2204	287138.7018
2205	286976.2114
2206	286962.8954
2207	286952.3418
2208	286883.3449
2209	286771.2731
2210	286727.095
2211	286694.274
2212	286606.9905
2213	286579.9609
2214	286567.9417
2215	286548.0876
2216	286539.813
2217	286485.7609
2218	286382.9206
2219	286352.063
2220	286328.2603
2221	286297.6063
2222	286275.6959
2223	286257.8454
2224	286251.507
2225	286213.407
2226	286132.9188
2227	286070.8034
2228	286000.4033
2229	285947.7316
2230	285883.7072
2231	285860.229
2232	285815.0124
2233	285776.5272
2234	285742.413
2235	285667.2921
2236	285634.2418
2237	285610.6151
2238	285586.3442
2239	285552.4919
2240	285499.5338
2241	285474.6668
2242	285427.4831
2243	285385.8252
2244	285335.6866
2245	285285.3851
2246	285273.5087
2247	285264.6272
2248	285261.1931
2249	284999.9614
2250	284975.0906
2251	284911.3452
2252	284896.1195
2253	284878.4799
2254	284802.1939
2255	284779.8128
2256	284765.0267
2257	284708.2214
2258	284696.8941
2259	284651.9027
2260	284621.1492
2261	284615.7283
2262	284587.2128
2263	284430.3831
2264	284361.8263
2265	284309.596
2266	284271.3155
2267	284227.0805
2268	284207.8022
2269	284200.3625
2270	284123.428
2271	284049.1841
2272	284035.5355
2273	283993.9495
2274	283986.2822
2275	283950.5405
2276	283926.9592
2277	283870.8748
2278	283852.8383
2279	283815.734
2280	283773.8734
2281	283759.8074
2282	283720.3953
2283	283631.4074
2284	283625.2278
2285	283590.0334
2286	283541.0128
2287	283464.1339
2288	283451.3619
2289	283379.0288
2290	283351.6597
2291	283349.2818
2292	283345.7349
2293	283307.0236
2294	283285.2879
2295	283260.5758
2296	283256.1774
2297	283249.6103
2298	283207.4316
2299	283153.8534
2300	283116.7211
2301	283106.1106
2302	283083.496
2303	282987.4967
2304	282973.1312
2305	282955.8344
2306	282856.3983
2307	282801.6334
2308	282756.4178
2309	282747.7048
2310	282746.1074
2311	282701.4274
2312	282678.9452
2313	282648.8657
2314	282628.1211
2315	282580.6862
2316	282524.7402
2317	282456.406
2318	282428.6321
2319	282419.9551
2320	282300.5184
2321	282274.8172
2322	282259.9117
2323	282197.1701
2324	282180.7316
2325	282127.0674
2326	282043.9371
2327	281964.8882
2328	281952.1378
2329	281917.9773
2330	281902.7375
2331	281797.9415
2332	281761.5554
2333	281681.6683
2334	281663.7636
2335	281568.8051
2336	281539.5602
2337	281508.3803
2338	281485.4083
2339	281474.1203
2340	281461.1331
2341	281443.5467
2342	281428.8216
2343	281397.9106
2344	281302.3898
2345	281285.8272
2346	281272.5468
2347	281207.3164
2348	281190.2419
2349	281112.2744
2350	281097.368
2351	281078.2081
2352	281045.4075
2353	281033.9231
2354	280903.9337
2355	280877.7513
2356	280858.1179
2357	280838.1866
2358	280828.7207
2359	280821.1139
2360	280794.5376
2361	280656.7892
2362	280597.6191
2363	280586.6625
2364	280521.9549
2365	280502.2467
2366	280490.733
2367	280449.1484
2368	280400.5558
2369	280394.0702
2370	280390.3051
2371	280306.9119
2372	280210.0477
2373	280181.9596
2374	280117.7766
2375	280088.2738
2376	280072.3605
2377	279995.4467
2378	279988.8098
2379	279946.0694
2380	279925.8859
2381	279910.2565
2382	279850.7919
2383	279835.5875
2384	279827.5638
2385	279814.1784
2386	279777.3606
2387	279747.5534
2388	279479.1866
2389	279426.6607
2390	279196.537
2391	279162.176
2392	279120.3321
2393	279103.2747
2394	279080.7651
2395	279072.9077
2396	278922.1436
2397	278865.0775
2398	278833.3838
2399	278811.314
2400	278804.0148
2401	278758.5584
2402	278729.0912
2403	278696.6223
2404	278613.0723
2405	278591.1355
2406	278562.5964
2407	278515.4701
2408	278454.6885
2409	278421.9889
2410	278366.2209
2411	278355.8383
2412	278351.0548
2413	278233.6375
2414	278186.5111
2415	278144.0471
2416	278085.4455
2417	278020.6863
2418	277917.531
2419	277860.7763
2420	277850.8937
2421	277836.4719
2422	277826.3241
2423	277807.4806
2424	277789.2637
2425	277718.5727
2426	277683.7486
2427	277648.8275
2428	277630.8402
2429	277602.2635
2430	277571.1782
2431	277530.065
2432	277490.7649
2433	277459.9919
2434	277427.2138
2435	277392.2964
2436	277350.0266
2437	277329.3837
2438	277315.3812
2439	277277.4974
2440	277235.8075
2441	277204.7098
2442	277170.8903
2443	277137.9507
2444	277115.1042
2445	277089.9011
2446	277083.486
2447	277044.4582
2448	277032.1874
2449	276999.7301
2450	276967.234
2451	276952.8505
2452	276935.124
2453	276928.2287
2454	276893.9158
2455	276867.5248
2456	276807.5099
2457	276789.4812
2458	276766.2702
2459	276734.0315
2460	276694.7959
2461	276664.1239
2462	276632.1752
2463	276622.9593
2464	276540.2965
2465	276524.8986
2466	276460.4789
2467	276435.3245
2468	276425.7818
2469	276417.0053
2470	276406.2235
2471	276382.7967
2472	276345.4044
2473	276334.5409
2474	276285.4348
2475	276266.3805
2476	276244.6385
2477	276187.8278
2478	276132.024
2479	276050.3644
2480	276046.6773
2481	276025.6912
2482	276005.8392
2483	275949.2424
2484	275911.8175
2485	275896.6464
2486	275791.8493
2487	275762.885
2488	275734.9762
2489	275694.7553
2490	275685.7436
2491	275661.044
2492	275642.0044
2493	275637.8448
2494	275562.0848
2495	275548.3872
2496	275543.1867
2497	275428.2892
2498	275393.0998
2499	275342.0719
2500	275299.266
2501	275267.7377
2502	275256.69
2503	275243.6469
2504	275234.3997
2505	275208.2852
2506	275172.6794
2507	275054.1971
2508	275042.332
2509	274893.4931
2510	274866.6933
2511	274847.9066
2512	274845.1186
2513	274827.5316
2514	274820.3264
2515	274741.2776
2516	274732.2545
2517	274686.8376
2518	274586.1665
2519	274565.7634
2520	274542.1551
2521	274507.0038
2522	274484.4526
2523	274463.8129
2524	274416.5786
2525	274196.9708
2526	274158.8028
2527	274097.4381
2528	274063.7621
2529	273977.6092
2530	273965.4133
2531	273936.4608
2532	273906.8701
2533	273875.9405
2534	273761.9891
2535	273731.0755
2536	273708.8295
2537	273603.347
2538	273589.2951
2539	273565.5425
2540	273538.6551
2541	273486.7204
2542	273437.804
2543	273402.6079
2544	273381.6322
2545	273342.5811
2546	273265.5691
2547	273253.5974
2548	273222.3255
2549	273155.8577
2550	273144.4417
2551	273103.2505
2552	273101.1584
2553	273048.5953
2554	273026.0389
2555	273010.3685
2556	272990.5162
2557	272984.2743
2558	272957.0934
2559	272937.5083
2560	272889.3722
2561	272810.1365
2562	272798.5833
2563	272738.9816
2564	272719.1053
2565	272681.4771
2566	272584.1837
2567	272575.8828
2568	272521.4178
2569	272482.5543
2570	272423.4812
2571	272324.6062
2572	272209.1743
2573	272030.5057
2574	271982.6211
2575	271959.4259
2576	271953.8212
2577	271926.3557
2578	271884.6183
2579	271810.6158
2580	271744.0119
2581	271686.3511
2582	271656.608
2583	271623.2205
2584	271615.897
2585	271603.373
2586	271571.4398
2587	271539.2131
2588	271460.6746
2589	271431.9021
2590	271418.5663
2591	271373.7531
2592	271284.1124
2593	271217.0572
2594	271188.3621
2595	271180.2297
2596	271167.902
2597	271157.745
2598	271123.3997
2599	271119.1079
2600	271112.4216
2601	271103.5944
2602	271079.785
2603	271073.4204
2604	271028.0621
2605	270982.904
2606	270962.3937
2607	270953.2737
2608	270944.3065
2609	270920.9364
2610	270914.3383
2611	270871.162
2612	270748.5626
2613	270727.2139
2614	270646.3018
2615	270635.0911
2616	270608.9956
2617	270604.4815
2618	270598.2112
2619	270590.4259
2620	270548.467
2621	270534.984
2622	270520.1284
2623	270500.5519
2624	270481.0331
2625	270473.0847
2626	270442.7116
2627	270432.4163
2628	270424.7492
2629	270393.7427
2630	270360.503
2631	270256.9015
2632	270239.6207
2633	270159.0046
2634	270083.8099
2635	270054.629
2636	270033.319
2637	269999.9617
2638	269959.7565
2639	269822.1294
2640	269809.958
2641	269795.7333
2642	269792.2241
2643	269677.9953
2644	269656.1083
2645	269621.522
2646	269552.6851
2647	269516.0376
2648	269475.8138
2649	269466.3877
2650	269427.2638
2651	269392.3077
2652	269381.5464
2653	269356.1725
2654	269308.4144
2655	269098.3481
2656	269078.2405
2657	269050.2234
2658	268973.075
2659	268970.178
2660	268946.8971
2661	268935.8473
2662	268929.7357
2663	268904.0146
2664	268865.8648
2665	268862.0512
2666	268845.5471
2667	268814.0064
2668	268797.6364
2669	268787.7166
2670	268784.0271
2671	268762.6156
2672	268726.9413
2673	268709.168
2674	268697.9962
2675	268695.1713
2676	268645.3844
2677	268640.5906
2678	268617.8071
2679	268564.2236
2680	268513.9562
2681	268493.9823
2682	268478.7384
2683	268463.4402
2684	268445.2559
2685	268442.1733
2686	268430.047
2687	268408.9529
2688	268399.4441
2689	268315.3413
2690	268300.1298
2691	268282.357
2692	268252.81
2693	268243.7058
2694	268239.3154
2695	268223.3322
2696	268196.4732
2697	268158.6218
2698	268118.2157
2699	268104.9325
2700	268098.346
2701	268087.4452
2702	268045.1227
2703	268031.4325
2704	267969.8657
2705	267962.3936
2706	267929.4904
2707	267906.8045
2708	267822.7589
2709	267794.2817
2710	267774.0518
2711	267744.5085
2712	267701.6506
2713	267667.009
2714	267645.9627
2715	267625.4058
2716	267618.7664
2717	267591.3066
2718	267534.5574
2719	267524.758
2720	267502.025
2721	267448.3355
2722	267440.5207
2723	267397.6751
2724	267332.4948
2725	267284.9826
2726	267211.5378
2727	267112.1885
2728	267087.5751
2729	267048.6288
2730	267007.7271
2731	266947.5257
2732	266938.9038
2733	266845.417
2734	266791.7142
2735	266782.658
2736	266778.141
2737	266757.8694
2738	266735.5683
2739	266699.2444
2740	266683.1649
2741	266657.5217
2742	266648.5164
2743	266626.3526
2744	266615.3563
2745	266574.3149
2746	266538.1774
2747	266479.3141
2748	266460.4507
2749	266386.8402
2750	266362.9116
2751	266298.0664
2752	266277.0473
2753	266267.1384
2754	266256.2207
2755	266230.9855
2756	266203.7166
2757	266173.8931
2758	266137.6959
2759	266117.1493
2760	266109.5298
2761	266068.4689
2762	266055.3162
2763	266040.139
2764	266006.1066
2765	265964.2945
2766	265923.5207
2767	265903.3142
2768	265827.6632
2769	265825.8996
2770	265796.7872
2771	265773.2302
2772	265758.3523
2773	265749.3828
2774	265696.6744
2775	265671.7888
2776	265665.6666
2777	265640.5208
2778	265590.4092
2779	265584.9598
2780	265536.856
2781	265523.3222
2782	265493.2201
2783	265457.0236
2784	265432.6043
2785	265392.5806
2786	265367.3532
2787	265360.594
2788	265337.9926
2789	265287.0054
2790	265217.5321
2791	265152.0888
2792	265134.958
2793	265124.5661
2794	265113.5557
2795	265107.4452
2796	265101.2625
2797	265095.741
2798	265060.6752
2799	265015.259
2800	264982.038
2801	264963.4035
2802	264859.0887
2803	264837.8534
2804	264808.9067
2805	264786.2177
2806	264759.494
2807	264744.1527
2808	264720.5946
2809	264717.3656
2810	264649.4135
2811	264645.1151
2812	264611.3396
2813	264602.7312
2814	264553.686
2815	264521.6608
2816	264437.0313
2817	264404.3957
2818	264388.2237
2819	264383.3517
2820	264297.6526
2821	264269.5056
2822	264251.3883
2823	264238.2518
2824	264196.4727
2825	264179.5516
2826	264172.2999
2827	264160.6804
2828	264119.567
2829	264108.8377
2830	264063.6694
2831	264039.1954
2832	263991.7638
2833	263976.6597
2834	263958.4007
2835	263942.0877
2836	263928.569
2837	263913.7588
2838	263896.5318
2839	263875.4474
2840	263852.1669
2841	263841.7783
2842	263825.7515
2843	263813.8439
2844	263787.554
2845	263769.6654
2846	263766.993
2847	263725.6472
2848	263711.0271
2849	263683.5509
2850	263662.7118
2851	263636.0386
2852	263608.2244
2853	263545.7489
2854	263544.3253
2855	263535.6006
2856	263524.58
2857	263483.7997
2858	263470.8265
2859	263450.6121
2860	263399.5349
2861	263363.3117
2862	263305.7063
2863	263285.1625
2864	263271.1992
2865	263265.838
2866	263066.8526
2867	263042.0386
2868	263039.3576
2869	263033.1818
2870	263001.4901
2871	262986.9306
2872	262980.4705
2873	262977.5014
2874	262968.5935
2875	262926.9343
2876	262786.5611
2877	262777.8196
2878	262694.3257
2879	262685.9411
2880	262672.3926
2881	262668.9984
2882	262638.3165
2883	262622.2118
2884	262614.0186
2885	262591.2976
2886	262563.0515
2887	262435.0116
2888	262420.0524
2889	262405.7361
2890	262389.8958
2891	262383.536
2892	262343.7777
2893	262319.9709
2894	262246.235
2895	262222.477
2896	262206.8753
2897	262188.9062
2898	262166.6223
2899	262097.7754
2900	262007.9425
2901	261996.7409
2902	261984.9291
2903	261960.0541
2904	261928.3032
2905	261914.7154
2906	261895.8435
2907	261848.0145
2908	261756.8118
2909	261705.6945
2910	261693.7426
2911	261677.1107
2912	261663.9374
2913	261646.5427
2914	261640.1674
2915	261609.3255
2916	261592.134
2917	261570.9675
2918	261546.4781
2919	261541.031
2920	261517.7098
2921	261505.3764
2922	261484.0509
2923	261445.6523
2924	261428.6707
2925	261402.6784
2926	261380.8015
2927	261350.643
2928	261344.3701
2929	261309.9701
2930	261304.4608
2931	261294.8466
2932	261279.6355
2933	261198.2967
2934	261159.6061
2935	261149.8433
2936	261135.477
2937	261106.1322
2938	261091.9932
2939	261059.3096
2940	261008.3095
2941	261002.4087
2942	260995.5037
2943	260990.7718
2944	260976.4897
2945	260942.9415
2946	260929.3414
2947	260906.3534
2948	260867.5493
2949	260851.2277
2950	260835.3702
2951	260819.0044
2952	260785.2024
2953	260774.9692
2954	260757.178
2955	260748.602
2956	260732.1766
2957	260720.895
2958	260701.5669
2959	260665.6989
2960	260631.6857
2961	260584.4128
2962	260542.9274
2963	260420.5859
2964	260399.2794
2965	260383.2913
2966	260371.5586
2967	260350.7512
2968	260340.5012
2969	260331.6273
2970	260229.9
2971	260207.1407
2972	260145.3144
2973	260101.9492
2974	260085.1528
2975	260078.4908
2976	260051.6943
2977	259930.588
2978	259876.4412
2979	259664.8631
2980	259661.006
2981	259649.2262
2982	259598.3226
2983	259486.8948
2984	259454.3163
2985	259434.6294
2986	259427.844
2987	259385.9034
2988	259338.5963
2989	259327.4701
2990	259301.252
2991	259240.7375
2992	259208.0188
2993	259187.0456
2994	259094.619
2995	259082.1531
2996	259065.0354
2997	259038.8888
2998	259019.998
2999	258999.4303
